CustomerID,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Onboarding Date,Channel,App Logins,Web Logins,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned
CUST00038,51,Other,South,Student,Medium,368,20-06-2014,Online,18,6,Android,1,1,49056.2257,1,1,3,0,Platinum,Manual,0,85.27602859,0.677673652,Good,0
CUST00039,33,Female,South,Retired,High,545,14-08-2016,Online,15,5,Web,0,1,26733.26571,0,1,3,1,Basic,Manual,1,8.831622986,0.194847352,Good,0
CUST00040,58,Female,West,,Low,536,12-09-2017,Agent,15,2,Android,1,1,64929.11402,0,1,3,0,Silver,Auto,3,37.65224393,-0.190110531,Good,0
CUST00041,30,Male,West,Salaried,Medium,630,19-03-2011,Online,20,6,iOS,0,1,77084.24718,0,1,0,0,Silver,Auto,0,2.327007883,0.864976455,Bad,0
CUST00042,40,Female,South,Salaried,High,662,03-07-2015,Online,15,9,Android,0,1,30205.67593,1,0,0,0,Basic,Auto,1,24.1275092,0.498690878,Bad,0
CUST00043,29,Other,West,,High,830,10-10-2011,Branch,14,5,Android,3,1,25760.60934,2,0,5,0,Platinum,Auto,6,14.42838223,0.248014407,Neutral,1
CUST00044,44,Female,North,Salaried,Medium,764,13-01-2017,Online,12,7,Web,1,1,48908.91682,0,0,1,0,Basic,Manual,3,2.641432564,0.200430565,Bad,0
CUST00045,39,Female,North,Salaried,High,528,26-10-2015,Branch,13,7,Android,1,1,44219.41031,0,0,3,0,Silver,Manual,1,1.760375038,0.232447109,Bad,0
CUST00046,49,Male,East,Student,Medium,808,10-01-2016,Online,12,9,Web,1,1,44492.06929,1,1,2,0,Gold,Auto,1,169.2294885,0.151242408,Neutral,0
CUST00047,66,Female,South,Student,Low,681,07-11-2021,Online,11,9,Android,1,1,22279.0713,2,1,2,0,Gold,Auto,1,30.72976559,0.876785343,Bad,0
CUST00048,44,Other,North,Student,High,426,23-07-2020,Branch,8,8,Android,2,1,42966.16094,2,1,1,0,Gold,Auto,2,74.01878793,0.118119741,Good,0
CUST00049,19,Other,North,,Low,413,11-09-2012,Online,9,5,Android,0,1,78991.21635,1,0,0,0,Gold,Manual,2,128.3411268,0.282729789,Bad,0
CUST00050,62,Other,North,Retired,Medium,542,10-08-2013,Online,7,8,Web,2,1,33909.69714,0,0,5,1,Basic,Auto,5,56.69066249,0.361563411,Neutral,1
CUST00051,50,Other,East,Retired,Low,444,01-10-2011,Agent,,4,iOS,2,1,76242.19413,5,0,1,0,Gold,Manual,2,21.50435184,0.522844719,Good,0
CUST00052,43,Male,West,Salaried,Medium,738,06-10-2017,Agent,11,3,iOS,3,1,27430.67608,1,1,5,0,Gold,Auto,6,16.48069773,-0.066708272,Neutral,1
CUST00053,45,Female,East,Salaried,High,637,11-11-2016,Online,13,6,Web,2,1,50256.04632,1,0,3,0,Silver,Manual,2,50.43799012,0.088072893,Bad,1
CUST00054,36,Male,East,Student,High,707,13-03-2019,Branch,15,13,iOS,0,1,31178.60316,0,0,2,0,Platinum,Auto,0,1.655382137,-0.00483063,Neutral,0
CUST00055,60,Other,East,Retired,High,467,09-11-2012,Agent,8,6,Web,0,1,41827.36043,0,1,4,1,Platinum,Auto,4,4.671339676,-0.131760508,Bad,1
CUST00056,22,Female,East,Self-employed,Low,466,11-01-2015,Online,11,11,iOS,2,1,54259.83922,1,1,4,0,Silver,Auto,5,10.63967868,-0.00014113,Neutral,0
CUST00057,50,Male,South,Self-employed,Low,832,17-06-2018,Agent,11,5,iOS,0,1,38199.19553,1,0,2,1,Gold,Auto,,124.0920681,0.44905184,Good,0
CUST00058,37,Female,South,Student,Low,464,02-12-2021,Online,8,9,Android,1,1,49577.23364,0,1,1,0,Platinum,Manual,1,55.88945856,0.050130371,Bad,0
CUST00059,47,Other,North,Salaried,Medium,561,27-08-2013,Branch,8,10,Web,2,1,29723.26541,0,1,3,0,Platinum,Manual,1,60.95166953,0.405944402,Neutral,0
CUST00060,62,Other,East,Retired,High,560,31-12-2011,Agent,13,11,iOS,2,1,19024.81616,0,1,1,1,Basic,Auto,2,148.8448992,-0.038735559,Neutral,0
CUST00061,25,Female,East,Self-employed,Low,474,12-09-2017,Agent,5,5,Android,2,1,27768.23545,0,0,5,0,Basic,Auto,0,31.57399406,0.518407277,Neutral,0
CUST00062,55,Female,North,Salaried,Medium,395,28-06-2013,Online,11,3,Web,1,1,38168.01502,1,1,3,0,Basic,Manual,1,116.6331586,0.314447477,Good,1
CUST00063,34,Other,West,Retired,Low,656,24-03-2020,Branch,12,6,iOS,0,1,31124.81166,0,1,2,0,Platinum,Manual,1,0.587946875,0.457481972,Bad,0
CUST00064,61,Male,South,Self-employed,Medium,669,18-05-2017,Branch,14,4,Android,0,1,44354.37481,0,1,2,0,Platinum,Auto,5,46.00020682,0.696461508,Bad,0
CUST00065,18,Other,East,,High,441,15-11-2021,Branch,14,7,Android,1,1,52031.7073,0,0,0,0,Silver,Manual,2,20.79374208,-0.240528193,Bad,0
CUST00066,20,Female,West,Self-employed,Low,466,01-02-2018,Online,6,7,Android,2,1,49964.96704,1,0,2,0,Basic,Manual,1,7.452420689,0.721089481,Good,0
CUST00067,63,Male,West,,High,618,18-03-2020,Branch,12,3,Android,0,1,42151.97635,5,0,2,0,Silver,Auto,2,0.064810228,0.235911303,Neutral,1
CUST00068,43,Other,East,Salaried,Low,634,24-05-2016,Branch,13,10,iOS,1,1,31041.15867,0,0,1,0,Silver,Manual,1,0.857609306,0.830341518,Good,0
CUST00069,48,Female,East,Salaried,Medium,773,07-01-2022,Online,6,6,iOS,3,1,39146.96785,1,0,4,1,Platinum,Manual,1,10.08778407,0.370070537,Neutral,1
CUST00070,25,Female,West,Retired,High,444,06-11-2014,Branch,9,4,Android,0,1,40125.49374,1,0,0,0,Basic,Auto,2,21.231161,0.75555844,Good,0
CUST00071,60,Female,South,Student,Low,353,21-05-2013,Branch,11,8,Web,0,1,36573.37925,2,0,1,1,Gold,Auto,0,40.36134022,0.222266075,Good,0
CUST00072,63,Male,South,Salaried,Low,421,08-07-2017,Agent,8,7,iOS,3,1,48270.50757,0,0,0,0,Silver,Auto,1,7.48264277,0.133696368,Good,0
CUST00073,25,Male,East,Salaried,High,423,07-11-2021,Branch,10,9,iOS,1,1,51561.63072,1,0,1,0,Silver,Auto,3,31.99799429,0.502750694,Good,1
CUST00074,52,Male,East,Self-employed,Medium,466,18-09-2012,Agent,14,4,iOS,1,1,32435.82277,3,2,3,1,Silver,Auto,4,68.08378133,0.537495389,Neutral,0
CUST00075,56,Male,North,Self-employed,High,321,25-04-2015,Agent,12,12,iOS,1,1,61889.38657,3,2,3,0,Basic,Manual,,67.29176414,-0.009204601,Bad,0
CUST00076,45,Female,North,Retired,Low,575,24-08-2015,Agent,12,6,Android,0,1,40158.75998,0,0,4,0,Gold,Auto,2,44.55220051,1.02479322,Good,0
CUST00077,68,Female,South,Student,High,707,05-09-2018,Agent,15,13,iOS,1,1,47374.95273,1,1,1,0,Basic,Manual,0,50.97958617,0.529629583,Good,0
CUST00078,21,Male,North,Self-employed,High,781,21-01-2016,Branch,9,9,Web,0,1,53420.71613,1,1,3,0,Gold,Manual,,12.50002383,0.5693617,Good,0
CUST00079,33,Male,West,Retired,Medium,598,18-05-2021,Agent,9,8,iOS,0,1,59116.76969,3,1,1,1,Gold,Manual,1,110.9083163,0.160698655,Neutral,0
CUST00080,30,Female,West,Retired,Medium,576,07-01-2018,Agent,7,4,Android,1,1,41875.2838,3,0,2,1,Platinum,Manual,2,29.82507073,0.752288544,Good,1
CUST00081,37,Other,West,Retired,High,621,25-10-2012,Agent,14,12,Android,0,1,47869.77085,0,1,1,0,Gold,Auto,1,2.902975287,0.118725841,Bad,0
CUST00082,68,Other,West,Salaried,Medium,414,03-06-2018,Branch,13,4,iOS,0,1,29909.21292,0,1,1,0,Gold,Auto,1,35.74176763,0.468420727,Neutral,0
CUST00083,22,Female,East,Student,Medium,571,01-01-2013,Online,7,12,Android,1,1,49173.60326,0,1,2,0,Silver,Auto,1,40.08179792,0.774953824,Good,0
CUST00084,54,Male,West,Student,Low,467,20-03-2017,Agent,8,6,Android,0,1,69640.12461,2,0,2,0,Platinum,Manual,4,123.3488789,0.472068844,Bad,0
CUST00085,37,Male,South,Student,Medium,735,31-10-2014,Agent,,5,Web,1,1,50508.52532,1,1,5,0,Basic,Manual,0,18.36071176,0.394089635,Neutral,0
CUST00086,41,Female,North,Salaried,High,563,20-06-2014,Online,14,8,Web,1,1,39014.81826,0,1,2,0,Basic,Manual,4,15.63432836,0.280429258,Bad,0
CUST00087,53,Other,South,,High,549,02-07-2019,Branch,12,7,iOS,1,1,40830.65567,1,0,1,0,Platinum,Manual,0,38.97137954,0.450077593,Neutral,0
CUST00088,51,Female,East,Self-employed,Low,761,03-07-2014,Agent,5,6,Android,1,1,20564.356,0,1,3,1,Gold,Auto,1,8.29504995,-0.249238977,Bad,1
CUST00089,62,Female,North,Self-employed,Low,738,18-10-2015,Branch,9,8,Web,3,1,41719.00394,0,0,1,1,Silver,Auto,1,41.33711948,0.467242851,Bad,0
CUST00090,65,Female,North,Self-employed,Low,641,25-09-2019,Agent,6,4,Android,1,1,65255.84013,0,1,2,1,Basic,Manual,5,60.62081746,0.595365464,Bad,0
CUST00091,51,Male,North,Retired,High,765,12-11-2012,Branch,15,6,Web,1,1,54681.48691,1,1,0,1,Platinum,Auto,1,68.06385568,0.560363066,Neutral,0
CUST00092,36,Male,West,,High,357,19-09-2016,Branch,8,6,Web,1,1,21712.29725,2,1,1,0,Gold,Manual,3,203.4210984,0.764833766,Neutral,0
CUST00093,34,Male,East,Salaried,Medium,304,24-08-2016,Agent,,5,iOS,0,1,54055.19068,0,1,2,0,Platinum,Manual,3,6.603190462,1.195811839,Good,0
CUST00094,22,Other,South,Self-employed,Low,564,10-03-2021,Agent,16,7,Web,1,1,58945.84726,0,1,3,1,Gold,Manual,2,113.1906544,0.32037969,Neutral,0
CUST00095,42,Female,West,Retired,Medium,548,14-09-2021,Branch,14,7,Web,0,1,,1,1,1,0,Silver,Manual,2,1.7688467,0.776770942,Neutral,0
CUST00096,35,Female,North,Salaried,Medium,394,29-05-2014,Agent,9,4,Android,1,1,44434.21901,1,0,0,0,Silver,Auto,1,14.0243568,0.508441356,Bad,0
CUST00097,67,Other,South,Retired,High,756,26-02-2019,Online,16,8,Web,0,1,,1,0,3,1,Basic,Auto,0,1.482001383,0.592639171,Good,0
CUST00098,25,Male,South,Retired,Medium,616,11-12-2017,Branch,8,11,Web,1,1,73459.75729,2,0,1,0,Platinum,Auto,1,130.0004126,1.231606334,Bad,0
CUST00099,44,Female,South,Retired,Low,418,07-03-2019,Online,13,14,Android,2,1,42841.56995,3,0,4,0,Silver,Auto,4,11.99749262,0.222386767,Neutral,0
CUST00100,32,Other,East,Student,Low,501,22-04-2013,Agent,5,9,iOS,2,1,56224.10009,2,0,2,1,Gold,Manual,2,48.72777618,0.3333516,Bad,0
CUST00101,62,Male,West,Salaried,High,352,07-06-2014,Online,11,3,Android,1,1,31577.43211,1,0,1,0,Gold,Manual,3,39.16112792,0.088597004,Bad,0
CUST00102,30,Male,East,Salaried,High,616,10-12-2018,Online,10,10,iOS,1,1,30833.65258,1,0,1,0,Platinum,Auto,1,139.9197885,0.42510499,Neutral,0
CUST00103,33,Female,North,Retired,High,543,27-08-2012,Branch,11,10,Web,1,1,,3,1,2,1,Silver,Auto,3,72.20621889,0.614748474,Neutral,0
CUST00104,39,Male,North,Student,Low,393,29-10-2019,Online,14,6,iOS,2,1,50154.68705,3,1,4,0,Platinum,Auto,5,6.951484014,0.567815585,Good,1
CUST00105,37,Other,South,Retired,High,579,04-07-2011,Agent,7,7,iOS,0,1,46970.66597,1,1,1,0,Gold,Manual,2,144.1111477,0.830772019,Good,0
CUST00106,30,Male,South,Self-employed,Low,391,06-11-2020,Branch,16,6,Android,0,1,69690.1918,2,1,0,0,Platinum,Auto,3,18.99586766,0.531822409,Good,0
CUST00107,37,Female,South,Salaried,Medium,337,23-02-2015,Agent,14,6,Android,2,1,,0,2,5,0,Gold,Auto,1,25.97823634,0.723502789,Bad,0
CUST00108,19,Other,East,Salaried,High,712,30-12-2018,Agent,17,12,iOS,1,1,34294.55217,1,1,2,1,Gold,Auto,2,45.28902897,0.802233167,Good,0
CUST00109,52,Male,West,Student,High,542,28-10-2021,Online,10,6,iOS,1,1,44131.15148,2,0,2,0,Silver,Manual,1,3.245291737,0.528083849,Neutral,0
CUST00110,64,Male,East,,High,663,14-01-2018,Agent,15,5,iOS,2,1,60827.13632,0,1,0,0,Silver,Manual,0,0.84665254,0.613601477,Good,0
CUST00111,36,Male,North,Salaried,Low,363,14-09-2020,Online,10,9,iOS,3,1,55756.25431,0,1,0,0,Silver,Manual,3,34.21101091,0.546129406,Neutral,0
CUST00112,62,Other,South,Salaried,Medium,500,03-05-2012,Branch,16,6,Web,2,1,50587.90194,3,1,9,0,Gold,Manual,3,3.944287444,0.437802776,Bad,1
CUST00113,54,Male,South,Student,High,606,11-08-2017,Branch,10,7,iOS,3,1,57968.579,1,0,3,0,Gold,Auto,5,1.771052474,0.132955627,Bad,1
CUST00114,23,Female,East,Retired,Medium,474,16-06-2012,Online,9,5,iOS,0,1,73652.06522,0,2,2,0,Platinum,Manual,,61.6472794,0.718569749,Good,0
CUST00115,31,Other,North,Salaried,High,847,09-09-2015,Branch,5,11,iOS,0,1,35470.831,1,0,3,1,Silver,Auto,2,188.7863497,0.804904478,Neutral,1
CUST00116,21,Other,West,Retired,Low,398,25-08-2014,Branch,7,3,Web,3,1,60483.03354,1,2,4,0,Basic,Manual,4,3.82720293,0.272046206,Neutral,1
CUST00117,39,Male,South,Student,Medium,525,01-02-2017,Branch,11,7,Android,0,1,29830.74493,1,1,1,1,Platinum,Auto,0,108.009559,0.590621161,Bad,0
CUST00118,68,Other,South,Retired,Medium,848,12-11-2013,Branch,9,6,Android,4,1,58736.23152,2,1,3,1,Silver,Manual,4,26.75260283,0.072434031,Good,1
CUST00119,56,Female,North,Self-employed,High,572,01-04-2018,Online,7,3,Web,2,1,45413.27001,0,0,0,0,Basic,Manual,5,78.04225441,0.49501943,Bad,0
CUST00120,53,Other,South,Salaried,Medium,485,06-02-2019,Online,12,5,iOS,0,1,45376.89184,2,2,3,1,Gold,Auto,1,71.48502102,0.107749138,Neutral,1
CUST00121,51,Female,West,Student,Low,751,15-02-2019,Agent,8,12,iOS,1,1,54688.0481,1,1,3,1,Silver,Auto,1,150.0893194,-0.143835617,Bad,1
CUST00122,44,Male,East,Student,Medium,804,21-12-2012,Agent,16,12,Web,1,1,39332.2326,1,0,2,0,Silver,Manual,1,0.517065144,0.096641062,Neutral,0
CUST00123,24,Other,North,Retired,Medium,393,04-04-2017,Branch,17,14,Android,1,1,64648.37422,0,1,1,0,Silver,Auto,2,77.36225307,0.34274184,Bad,0
CUST00124,20,Female,South,Salaried,Medium,606,11-04-2018,Online,8,9,iOS,1,1,50215.70015,1,0,1,1,Basic,Manual,4,29.60160612,0.557452426,Neutral,0
CUST00125,64,Male,South,Student,Medium,816,11-05-2020,Online,7,6,Web,1,1,,0,1,1,0,Silver,Manual,,25.42506606,0.341843432,Bad,0
CUST00126,50,Female,West,Self-employed,High,473,05-06-2016,Online,9,4,Web,2,1,19694.86394,2,0,2,0,Silver,Manual,,46.03893858,0.168119584,Good,1
CUST00127,19,Other,East,Retired,High,372,08-11-2018,Agent,6,9,Web,1,1,38302.90707,6,2,5,1,Gold,Manual,5,51.48708351,0.50192541,Bad,1
CUST00128,59,Other,West,Self-employed,Medium,444,21-11-2012,Branch,12,12,iOS,2,1,60027.84819,1,0,2,0,Gold,Auto,2,43.00003799,0.379613797,Bad,0
CUST00129,33,Female,East,Self-employed,Medium,355,10-03-2017,Online,17,8,Web,3,1,51132.59752,1,0,3,0,Basic,Manual,3,26.59493892,0.613338411,Good,0
CUST00130,42,Male,West,Retired,Low,543,16-01-2021,Agent,7,7,Android,0,1,57092.52233,0,0,1,0,Gold,Manual,3,41.15207801,0.730007413,Neutral,0
CUST00131,32,Male,East,Self-employed,High,503,03-03-2013,Online,14,9,iOS,1,1,72653.09115,1,0,1,0,Platinum,Manual,1,108.2484956,0.745664788,Neutral,0
CUST00132,41,Male,South,Retired,High,315,08-10-2013,Online,13,8,Web,0,1,63775.13482,1,1,3,0,Silver,Manual,1,19.08870716,0.281593283,Good,0
CUST00133,32,Male,South,Retired,High,425,05-03-2017,Agent,10,13,iOS,1,1,52511.16572,3,0,1,0,Gold,Manual,3,31.62130547,0.187584921,Bad,0
CUST00134,48,Female,South,Student,Medium,765,13-02-2012,Agent,15,2,iOS,2,1,28215.49358,3,2,2,0,Silver,Auto,0,18.57574873,0.678279369,Bad,1
CUST00135,31,Other,North,Student,High,727,19-02-2011,Online,14,10,Web,3,1,72375.19668,3,1,1,0,Silver,Auto,2,44.19145964,0.600217705,Neutral,0
CUST00136,31,Female,East,Self-employed,Low,650,30-07-2013,Branch,14,9,Android,0,1,63022.41557,0,2,0,0,Silver,Manual,2,65.89687639,0.702726503,Neutral,0
CUST00137,23,Other,North,Self-employed,Low,378,12-12-2020,Branch,11,8,Android,2,1,46382.44607,2,0,3,0,Silver,Auto,2,106.3250524,0.953478551,Neutral,0
CUST00138,31,Other,East,Self-employed,Low,800,24-09-2014,Agent,14,4,Android,0,1,41931.68185,2,0,1,0,Platinum,Manual,2,19.11495365,0.767629317,Bad,0
CUST00139,34,Female,South,Self-employed,Low,678,11-10-2016,Online,7,6,Web,2,1,43510.67008,2,1,2,0,Basic,Manual,2,37.30484822,0.368699205,Good,1
CUST00140,35,Female,North,Self-employed,Low,563,23-11-2011,Agent,10,6,Web,1,1,32621.38183,3,0,3,0,Gold,Manual,3,163.3768294,0.15608134,Good,1
CUST00141,37,Male,North,Student,High,604,18-11-2014,Online,16,7,iOS,0,1,61132.43349,1,0,2,0,Gold,Manual,3,16.32598372,0.663130484,Bad,0
CUST00142,68,Other,West,Self-employed,Medium,787,12-12-2016,Online,15,4,Android,1,1,34330.9156,2,0,2,0,Gold,Auto,4,247.1376603,0.496498406,Neutral,0
CUST00143,34,Male,East,Self-employed,Medium,424,07-12-2014,Online,8,5,iOS,0,1,51943.41822,0,2,4,0,Platinum,Manual,2,62.73094556,0.301173247,Neutral,0
CUST00144,33,Male,West,Salaried,Medium,380,24-06-2018,Agent,6,9,iOS,1,1,33420.95983,0,1,2,0,Gold,Manual,2,10.76694156,0.557469127,Neutral,0
CUST00145,57,Female,North,Retired,Medium,474,23-11-2017,Agent,10,12,Android,0,1,31679.06137,1,1,3,0,Gold,Manual,2,12.03156917,0.621253891,Bad,0
CUST00146,56,Male,North,Retired,High,424,15-01-2016,Agent,12,3,iOS,0,1,52878.18329,0,2,3,0,Gold,Manual,6,2.346986411,0.474153092,Bad,0
CUST00147,69,Male,South,Student,High,647,17-12-2017,Agent,15,10,Android,1,1,62654.13394,2,0,1,0,Silver,Manual,5,18.35506793,0.903875683,Neutral,0
CUST00148,49,Male,West,Retired,High,666,21-03-2011,Branch,,3,iOS,1,1,64603.22147,2,1,2,0,Basic,Auto,5,88.0762797,0.418799439,Good,0
CUST00149,61,Female,West,Self-employed,Low,834,01-11-2020,Online,12,9,Web,1,1,32921.89426,0,1,3,0,Silver,Manual,2,71.40102698,0.435965356,Bad,0
CUST00150,26,Male,West,Retired,Medium,714,23-05-2016,Agent,10,5,Web,2,1,29780.83799,1,0,2,0,Basic,Auto,4,30.56084906,0.204331042,Bad,1
CUST00151,44,Male,East,Student,High,551,10-04-2018,Online,9,5,Android,1,1,51136.87658,0,0,3,0,Basic,Manual,5,18.30305425,0.139774151,Neutral,0
CUST00152,63,Female,North,Retired,High,533,28-09-2018,Branch,11,9,Web,1,1,57589.28405,3,0,3,0,Platinum,Manual,3,30.21963608,0.79413131,Bad,0
CUST00153,69,Female,West,Retired,High,657,08-01-2017,Agent,8,11,iOS,1,1,47412.07323,0,0,4,0,Silver,Manual,1,30.76989173,0.720518705,Bad,0
CUST00154,50,Female,South,Salaried,Medium,625,10-05-2020,Branch,11,9,iOS,2,1,53686.0069,0,1,3,0,Basic,Auto,4,55.47707635,0.167220032,Neutral,1
CUST00155,27,Other,North,Salaried,Medium,364,29-07-2021,Agent,14,10,Web,2,1,61345.38655,1,1,1,0,Silver,Auto,2,3.390522224,0.633838773,Bad,0
CUST00156,34,Female,South,Self-employed,Low,592,31-08-2019,Online,10,8,Web,1,1,43171.19414,0,1,7,0,Gold,Manual,1,16.99180525,-0.025451263,Neutral,0
CUST00157,66,Other,North,Retired,Low,623,24-07-2020,Branch,13,10,iOS,1,1,,3,0,2,0,Gold,Manual,3,12.56547914,0.151097501,Neutral,0
